,year,ISO_code,countries,region,hf_score,hf_rank,hf_quartile,pf_rol_procedural,pf_rol_civil,pf_rol_criminal,pf_rol,pf_ss_homicide,pf_ss_disappearances_disap,pf_ss_disappearances_violent,pf_ss_disappearances_organized,pf_ss_disappearances_fatalities,pf_ss_disappearances_injuries,pf_ss_disappearances,pf_ss_women_fgm,pf_ss_women_inheritance,pf_ss_women,pf_ss,pf_movement_domestic,pf_movement_foreign,pf_movement_women,pf_movement,pf_religion_freedom,pf_religion_repression,pf_religion_harassment,pf_religion_restrictions,pf_religion,pf_association_entry,pf_association_assembly,pf_association_barries,pf_association_bans,pf_association_estopparties,pf_association_opposition,pf_association_civilrepression,pf_association,pf_expression_killed,pf_expression_jailed,pf_expression_media,pf_expression_cable,pf_expression_newspapers,pf_expression_control,pf_expression,pf_identity_legal,pf_identity_sex_male,pf_identity_sex_female,pf_identity_sex,pf_identity_divorce,pf_identity,pf_score,pf_rank,ef_government_consumption,ef_government_transfers,ef_government_enterprises,ef_government_tax_income,ef_government_tax_payroll,ef_government_tax,ef_government_soa,ef_government,ef_legal_judicial,ef_legal_courts,ef_legal_protection,ef_legal_military,ef_legal_integrity,ef_legal_enforcement,ef_legal_regulatory,ef_legal_police,ef_legal_gender,ef_legal,ef_money_growth,ef_money_sd,ef_money_inflation,ef_money_currency,ef_money,ef_trade_tariffs_revenue,ef_trade_tariffs_mean,ef_trade_tariffs_sd,ef_trade_tariffs,ef_trade_regulatory_nontariff,ef_trade_regulatory_compliance,ef_trade_regulatory,ef_trade_black,ef_trade_movement_foreign,ef_trade_movement_capital,ef_trade_movement_visit,ef_trade_movement,ef_trade,ef_regulation_credit_ownership,ef_regulation_credit_private,ef_regulation_credit_interest,ef_regulation_credit,ef_regulation_labor_minwage,ef_regulation_labor_firing,ef_regulation_labor_bargain,ef_regulation_labor_hours,ef_regulation_labor_dismissal,ef_regulation_labor_conscription,ef_regulation_labor,ef_regulation_business_adm,ef_regulation_business_bureaucracy,ef_regulation_business_start,ef_regulation_business_bribes,ef_regulation_business_licensing,ef_regulation_business_compliance,ef_regulation_business,ef_regulation,ef_score,ef_rank,womens_freedom
1147,2015,NAM,Namibia,Sub-Saharan Africa,7.04,71.0,2.0,,,,5.5,3.1,10.0,10.0,7.5,10.0,10.0,9.5,10.0,5.0,7.5,6.7,10.0,10.0,10.0,10.0,8.2,8.9,9.8,9.1,9.0,10.0,7.5,8.5,7.7,8.1,9.3,9.8,8.9,10.0,10.0,6.8,,,7.5,8.6,7.0,0.0,10.0,5.0,10.0,7.3,7.44,67.0,3.8,8.33,6.5,6.0,6.0,6.0,6.1,6.1,6.07,5.7,6.33,10.0,7.7,4.8,4.5,5.74,1.0,6.3,9.0,8.3,9.3,0.0,6.6,2.8,8.5,5.4,5.6,6.05,5.3,5.66,10.0,1.66,0.8,5.8,2.7,6.0,10.0,7.0,10.0,9.0,10.0,4.28,6.3,10.0,8.3,10.0,8.1,5.0,5.8,7.8,7.9,8.7,6.6,6.9,8.0,6.63,97.0,8.5
1148,2014,NAM,Namibia,Sub-Saharan Africa,7.02,72.0,2.0,,,,5.4,3.1,10.0,10.0,7.5,10.0,10.0,9.5,10.0,5.0,7.5,6.7,10.0,10.0,10.0,10.0,9.3,8.9,8.5,8.7,8.8,10.0,7.5,8.5,7.8,8.2,9.3,9.8,9.0,10.0,10.0,6.8,,,7.5,8.6,,0.0,10.0,5.0,10.0,7.5,7.4,67.0,3.3,7.85,8.0,7.0,7.0,7.0,6.1,6.4,5.9,5.6,5.6,10.0,7.7,4.82,4.51,4.8,1.0,6.1,8.7,9.3,8.9,0.0,6.7,1.5,8.5,5.4,5.1,6.2,5.27,5.73,10.0,1.7,0.8,5.8,2.7,5.9,10.0,7.8,10.0,9.3,10.0,2.4,6.5,10.0,8.27,10.0,7.86,4.4,5.8,7.77,7.9,8.68,6.61,6.86,8.0,6.63,98.0,8.5
1149,2013,NAM,Namibia,Sub-Saharan Africa,7.04,74.0,2.0,,,,5.6,3.1,10.0,10.0,7.5,10.0,10.0,9.5,10.0,5.0,7.5,6.7,10.0,10.0,10.0,10.0,9.3,8.9,8.6,9.3,9.0,10.0,7.5,8.5,7.8,8.2,9.3,9.8,9.0,10.0,10.0,7.0,7.5,7.5,7.5,8.3,,0.0,10.0,5.0,10.0,7.5,7.44,64.0,3.4,8.35,7.4,7.0,7.0,7.0,6.1,6.5,5.8,5.5,5.57,10.0,7.7,4.82,4.48,4.8,1.0,6.1,8.4,9.2,8.9,0.0,6.6,2.1,8.5,5.3,5.3,5.67,6.9,6.29,10.0,1.66,1.5,5.8,3.0,6.1,10.0,7.7,9.0,8.9,10.0,3.19,6.28,10.0,8.27,10.0,7.96,4.1,5.8,7.75,7.9,8.93,6.48,6.82,7.9,6.63,101.0,8.5
1150,2012,NAM,Namibia,Sub-Saharan Africa,7.05,74.0,2.0,,,,5.6,3.1,10.0,10.0,7.5,10.0,10.0,9.5,10.0,5.0,7.5,6.7,10.0,10.0,10.0,10.0,9.7,8.7,8.2,9.0,8.9,10.0,7.5,8.7,8.1,8.4,9.8,9.8,9.1,10.0,10.0,7.0,7.5,7.5,7.5,8.3,,0.0,10.0,5.0,10.0,7.5,7.44,66.0,3.6,8.85,10.0,6.0,6.0,6.0,5.3,6.8,5.7,5.5,5.6,10.0,7.5,4.8,4.4,5.1,1.0,6.1,9.2,8.8,8.7,0.0,6.7,1.7,8.5,5.2,5.1,5.5,6.8,6.2,10.0,1.7,1.5,4.5,2.6,6.0,10.0,7.9,9.0,9.0,10.0,3.1,6.5,8.0,8.3,10.0,7.6,4.2,5.8,7.7,7.8,8.9,6.5,6.8,7.8,6.66,94.0,8.5
1151,2011,NAM,Namibia,Sub-Saharan Africa,7.08,74.0,2.0,,,,5.7,4.4,10.0,10.0,7.5,10.0,10.0,9.5,10.0,5.0,7.5,7.1,10.0,10.0,10.0,10.0,9.7,8.7,8.4,9.1,9.0,10.0,7.5,8.7,8.1,8.4,9.8,9.8,9.1,10.0,10.0,6.9,7.5,7.5,7.5,8.2,,0.0,10.0,5.0,10.0,7.5,7.58,64.0,4.2,8.85,9.9,6.0,6.0,6.0,5.5,6.9,5.7,5.4,5.6,10.0,7.5,6.3,4.6,5.3,1.0,6.3,7.9,8.1,9.0,0.0,6.3,4.9,8.5,4.9,6.1,5.4,6.8,6.1,10.0,1.7,0.8,4.5,2.3,6.1,10.0,3.0,10.0,7.7,10.0,3.3,6.1,8.0,8.3,10.0,7.6,4.0,6.4,7.7,8.0,8.5,6.1,6.8,7.4,6.58,98.0,8.5
1152,2010,NAM,Namibia,Sub-Saharan Africa,7.07,76.0,2.0,,,,5.7,4.2,10.0,10.0,7.5,10.0,10.0,9.5,10.0,0.0,5.0,6.2,10.0,10.0,10.0,10.0,9.7,8.7,8.5,9.3,9.0,10.0,7.5,8.7,8.1,8.4,9.8,9.8,9.1,10.0,10.0,6.8,10.0,6.7,10.0,8.9,,0.0,10.0,5.0,10.0,7.5,7.44,69.0,3.3,8.98,10.0,6.0,6.0,6.0,5.5,6.8,5.9,5.7,5.8,10.0,7.5,6.3,4.8,6.0,1.0,6.5,8.2,8.1,9.1,0.0,6.4,5.2,8.5,5.1,6.2,5.8,6.2,6.0,10.0,1.7,0.8,4.5,2.3,6.1,10.0,6.0,10.0,8.7,10.0,3.6,6.4,8.0,8.3,10.0,7.7,4.0,6.4,7.7,8.0,8.5,5.8,6.7,7.7,6.69,90.0,7.0
1153,2009,NAM,Namibia,Sub-Saharan Africa,7.06,74.0,3.0,,,,5.8,2.7,10.0,10.0,7.5,10.0,10.0,9.5,10.0,0.0,5.0,5.7,10.0,10.0,10.0,10.0,9.5,8.7,9.0,9.8,9.2,10.0,7.5,8.1,8.1,8.1,9.8,9.8,9.0,10.0,10.0,8.0,10.0,6.7,10.0,9.1,,0.0,10.0,5.0,10.0,7.5,7.36,70.0,4.3,8.97,10.0,6.0,6.0,6.0,5.5,7.0,6.2,5.8,5.9,10.0,7.5,6.3,6.4,5.9,1.0,6.8,8.1,8.0,8.2,0.0,6.1,2.6,8.5,5.3,5.5,5.8,6.2,6.0,10.0,1.7,0.8,4.5,2.3,5.9,10.0,10.0,10.0,10.0,10.0,3.2,6.6,8.0,8.1,10.0,7.7,4.4,3.7,7.7,8.0,8.4,5.8,6.3,8.0,6.75,81.0,7.0
1154,2008,NAM,Namibia,Sub-Saharan Africa,7.09,72.0,3.0,,,,6.0,3.3,10.0,10.0,7.5,10.0,10.0,9.5,10.0,0.0,5.0,5.9,10.0,10.0,10.0,10.0,9.4,8.7,8.6,9.1,9.0,10.0,7.5,8.7,8.1,8.4,9.8,9.8,9.1,10.0,10.0,7.4,10.0,6.7,10.0,9.0,,0.0,10.0,5.0,10.0,7.5,7.43,70.0,4.1,9.26,9.9,6.0,6.0,6.0,5.5,6.9,6.4,5.8,6.0,10.0,7.5,6.3,6.4,5.5,1.0,6.7,8.8,7.8,7.9,0.0,6.1,2.8,8.4,5.2,5.5,6.2,6.2,6.2,10.0,1.7,0.8,4.5,2.3,6.0,10.0,10.0,10.0,10.0,10.0,2.4,6.5,8.0,7.8,10.0,7.4,4.5,3.7,7.7,8.0,8.4,5.8,6.4,7.9,6.75,81.0,7.0
1155,2018,NPL,Nepal,South Asia,6.76,92.0,3.0,3.8,4.8,4.4,4.3,9.1,10.0,10.0,7.5,10.0,9.8,9.5,10.0,7.5,8.8,9.1,10.0,5.0,10.0,8.3,6.8,6.6,7.6,5.5,6.6,7.4,7.5,9.7,9.2,9.4,9.7,6.5,8.1,10.0,10.0,5.0,5.0,7.5,5.0,7.1,10.0,10.0,10.0,10.0,0.0,6.7,7.03,83.0,7.6,9.2,7.2,5.0,5.0,5.0,5.6,6.9,4.3,3.8,5.2,,6.2,3.3,8.0,5.1,0.8,4.6,9.1,9.3,9.2,0.0,6.9,5.0,7.6,5.6,6.1,4.9,7.9,6.4,10.0,1.7,0.0,10.0,3.9,6.6,8.0,10.0,10.0,9.3,6.7,4.0,5.6,10.0,2.6,10.0,6.5,3.5,5.8,9.1,4.4,9.0,5.8,6.3,7.4,6.48,109.0,9.26
1156,2017,NPL,Nepal,South Asia,6.85,87.0,3.0,4.5,4.7,4.4,4.3,9.1,10.0,10.0,7.5,10.0,9.4,9.4,10.0,7.5,8.8,9.1,10.0,5.0,10.0,8.3,6.7,7.2,7.6,5.5,6.7,7.4,7.5,9.9,9.2,9.6,9.7,7.8,8.4,10.0,10.0,7.5,5.0,7.5,5.0,7.5,10.0,10.0,10.0,10.0,0.0,6.7,7.11,78.0,8.0,9.2,8.5,7.0,7.0,7.0,4.9,7.5,4.3,3.7,5.1,,6.3,3.4,8.3,5.3,0.8,4.7,9.3,9.3,9.3,0.0,7.0,5.0,7.6,5.5,6.0,5.5,6.2,5.9,10.0,1.7,0.0,10.0,3.9,6.4,8.0,10.0,10.0,9.3,6.7,3.6,5.5,10.0,2.6,10.0,6.4,3.7,5.1,9.2,4.8,9.0,6.0,6.3,7.3,6.59,103.0,9.26
1157,2016,NPL,Nepal,South Asia,6.87,83.0,3.0,3.9,4.7,4.3,4.3,9.1,5.0,10.0,7.5,9.9,9.9,8.5,10.0,10.0,10.0,9.2,10.0,5.0,5.0,6.7,6.8,6.4,7.6,5.5,6.6,7.9,7.5,9.0,9.2,9.1,9.7,8.4,8.5,10.0,10.0,4.7,5.0,7.5,5.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,7.25,73.0,8.2,9.4,7.2,7.0,7.0,7.0,5.9,7.5,4.6,3.7,5.1,,6.4,3.4,8.3,5.3,0.8,4.8,8.1,9.4,8.2,0.0,6.4,5.0,7.6,5.4,6.0,5.6,6.2,5.9,10.0,1.7,0.0,10.0,3.9,6.4,8.0,10.0,10.0,9.3,3.3,3.5,5.5,10.0,2.6,10.0,5.8,3.8,4.9,9.2,4.8,9.0,6.2,6.3,7.2,6.48,105.0,9.0
1158,2015,NPL,Nepal,South Asia,7.01,75.0,2.0,3.9,4.7,4.3,4.2,9.1,10.0,10.0,7.5,10.0,9.9,9.5,10.0,10.0,10.0,9.5,10.0,10.0,5.0,8.3,6.8,6.9,7.8,7.6,7.3,7.5,7.5,9.0,9.3,9.1,9.7,8.4,8.4,10.0,10.0,4.5,5.0,7.5,5.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,7.53,62.0,8.2,9.4,9.0,7.0,7.0,7.0,6.1,7.9,4.8,3.7,5.0,,6.4,3.4,8.3,4.7,0.8,4.8,8.0,9.2,8.4,0.0,6.4,5.6,7.5,5.4,6.2,5.6,6.7,6.2,10.0,1.7,0.0,10.0,3.9,6.6,8.0,10.0,7.0,8.3,3.3,3.0,5.6,10.0,2.6,10.0,5.8,3.5,4.9,9.2,4.9,9.5,6.2,6.4,6.8,6.49,104.0,9.0
1159,2014,NPL,Nepal,South Asia,7.18,65.0,2.0,3.9,4.1,4.4,4.3,9.2,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,9.6,10.0,10.0,5.0,8.3,7.1,7.6,9.7,8.9,8.3,8.1,7.5,9.1,8.5,8.8,9.4,9.4,8.6,10.0,10.0,4.3,5.0,7.5,5.0,7.0,,10.0,10.0,10.0,10.0,10.0,7.69,56.0,8.3,9.5,8.4,7.0,7.0,7.0,5.9,7.8,4.3,3.7,4.8,10.0,8.2,5.7,8.3,4.7,0.8,5.7,8.5,8.8,8.3,0.0,6.4,5.6,7.5,5.7,6.3,4.7,7.0,5.9,10.0,1.7,0.0,10.0,3.9,6.5,8.0,10.0,7.0,8.3,3.3,3.8,5.9,10.0,2.6,10.0,5.9,3.3,4.9,9.2,5.0,9.5,6.3,6.4,6.9,6.66,95.0,9.0
1160,2013,NPL,Nepal,South Asia,7.07,72.0,2.0,4.3,4.2,4.2,4.5,9.1,10.0,10.0,7.5,9.9,9.4,9.4,10.0,10.0,10.0,9.5,10.0,5.0,5.0,6.7,7.9,7.6,9.4,9.3,8.6,8.0,7.5,9.1,9.5,9.3,9.6,9.4,8.8,10.0,10.0,4.3,5.0,5.0,5.0,6.6,,10.0,10.0,10.0,10.0,10.0,7.54,59.0,8.4,9.4,8.7,7.0,7.0,7.0,5.9,7.9,4.2,3.5,4.6,10.0,8.1,5.7,8.3,4.7,0.8,5.6,8.7,8.7,8.2,0.0,6.4,5.2,7.6,5.9,6.2,5.5,4.4,4.9,10.0,1.7,0.0,10.0,3.9,6.3,8.0,10.0,7.0,8.3,3.3,3.7,5.6,10.0,2.6,10.0,5.9,3.3,4.9,9.1,4.7,9.5,6.3,6.3,6.8,6.6,104.0,9.0
1161,2012,NPL,Nepal,South Asia,7.06,73.0,2.0,4.9,4.2,4.3,4.5,9.1,10.0,10.0,7.5,9.9,9.8,9.4,10.0,10.0,10.0,9.5,10.0,10.0,5.0,8.3,7.7,7.2,9.3,9.4,8.4,8.5,7.5,8.7,9.5,9.1,9.4,9.5,8.8,8.8,10.0,4.0,5.0,5.0,5.0,6.3,,10.0,10.0,10.0,10.0,10.0,7.67,56.0,8.1,9.4,7.8,5.0,,5.0,6.3,7.4,4.3,3.6,4.8,10.0,8.3,5.7,8.3,4.5,0.8,5.5,8.7,8.7,8.1,0.0,6.4,5.7,7.5,5.9,6.4,4.9,4.2,4.6,10.0,1.7,0.0,10.0,3.9,6.2,8.0,9.8,7.0,8.3,3.3,3.7,5.2,10.0,2.6,10.0,5.8,3.5,4.9,9.1,5.2,8.1,6.3,6.2,6.8,6.44,106.0,9.0
1162,2011,NPL,Nepal,South Asia,7.16,68.0,2.0,5.5,4.3,5.4,5.1,9.0,10.0,10.0,7.5,9.8,9.4,9.3,10.0,10.0,10.0,9.4,10.0,10.0,5.0,8.3,8.2,7.6,9.8,8.8,8.6,8.5,7.5,8.8,9.5,9.2,9.5,9.5,8.8,10.0,10.0,4.4,5.0,5.0,5.0,6.6,,10.0,10.0,10.0,10.0,10.0,7.87,54.0,8.6,9.6,8.1,5.0,,5.0,6.3,7.5,4.2,3.6,4.6,10.0,8.3,5.7,8.3,4.1,0.8,5.4,8.4,8.9,8.1,0.0,6.3,5.7,7.5,5.5,6.2,4.5,4.4,4.4,10.0,1.7,0.0,10.0,3.9,6.1,8.0,9.7,7.0,8.2,3.3,4.1,5.0,10.0,2.6,10.0,5.8,3.7,5.8,8.7,5.2,7.9,6.3,6.3,6.8,6.44,109.0,9.0
1163,2010,NPL,Nepal,South Asia,7.18,67.0,2.0,5.5,4.3,5.4,5.1,8.8,10.0,10.0,7.5,9.9,9.7,9.4,10.0,5.0,7.5,8.6,10.0,10.0,5.0,8.3,8.8,7.6,9.5,9.3,8.8,7.6,7.5,8.8,9.5,9.2,9.5,9.5,8.6,6.3,10.0,3.8,10.0,10.0,10.0,8.4,,10.0,10.0,10.0,10.0,10.0,7.83,58.0,8.4,9.6,8.5,,,,6.3,8.2,4.1,3.4,4.4,10.0,8.3,5.7,8.3,3.2,0.8,5.3,8.3,8.7,8.0,0.0,6.3,5.7,7.5,5.6,6.3,4.9,4.5,4.7,10.0,1.7,0.0,10.0,3.9,6.2,8.0,9.6,7.0,8.2,3.3,4.1,5.3,10.0,2.6,10.0,5.9,3.1,5.8,8.7,5.2,5.9,6.3,5.8,6.7,6.52,97.0,7.5
1164,2009,NPL,Nepal,South Asia,7.09,71.0,3.0,5.5,4.3,5.4,5.1,8.8,10.0,10.0,7.5,9.8,9.0,9.2,10.0,5.0,7.5,8.5,10.0,10.0,5.0,8.3,8.3,8.1,9.5,9.5,8.9,8.2,7.5,9.4,9.3,9.4,8.9,9.5,8.7,8.8,10.0,8.6,10.0,10.0,10.0,9.6,,10.0,10.0,10.0,10.0,10.0,7.95,54.0,8.2,,8.3,,,,5.9,7.4,4.1,3.3,4.3,10.0,8.3,5.7,8.3,3.1,0.8,5.2,7.8,9.1,7.7,0.0,6.1,6.5,7.5,5.8,6.6,5.1,4.5,4.8,10.0,1.7,0.0,10.0,3.9,6.3,2.0,9.7,9.0,6.9,3.3,4.1,5.6,10.0,2.1,10.0,5.9,2.8,3.6,8.5,5.2,4.7,6.2,5.2,6.0,6.22,104.0,7.5
1165,2008,NPL,Nepal,South Asia,7.09,72.0,3.0,5.5,4.3,5.4,5.1,8.7,10.0,10.0,7.5,9.4,7.6,8.9,10.0,5.0,7.5,8.3,10.0,10.0,5.0,8.3,8.3,8.1,9.5,9.7,8.9,8.2,7.5,9.5,9.3,9.4,8.9,9.5,8.7,8.7,10.0,4.0,10.0,10.0,10.0,8.8,,10.0,10.0,10.0,10.0,10.0,7.83,55.0,8.4,,9.0,,,,5.9,7.8,4.1,3.4,4.4,10.0,8.3,5.7,8.3,3.6,0.8,5.3,8.1,9.5,7.8,0.0,6.4,6.0,7.5,5.3,6.3,4.7,4.5,4.6,10.0,1.7,0.0,10.0,3.9,6.2,2.0,9.7,10.0,7.2,3.3,3.8,5.9,10.0,1.7,10.0,5.8,3.2,3.6,8.4,5.2,4.6,6.2,5.2,6.1,6.34,98.0,7.5
1166,2018,NLD,Netherlands,Western Europe,8.48,14.0,1.0,8.6,8.5,7.6,8.2,9.8,10.0,10.0,10.0,10.0,9.9,10.0,10.0,10.0,10.0,9.9,10.0,10.0,10.0,10.0,9.3,8.2,8.4,8.2,8.6,9.3,10.0,8.6,8.7,8.6,9.6,8.9,9.3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,7.5,8.2,9.14,9.0,1.3,3.9,9.7,3.0,3.0,3.0,8.3,5.2,7.3,7.2,7.6,10.0,8.6,6.6,7.9,8.3,1.0,7.9,7.9,9.7,9.7,10.0,9.3,9.1,9.0,6.3,8.1,7.1,10.0,8.6,10.0,7.2,8.5,7.7,7.8,8.6,5.0,10.0,9.0,8.0,6.7,6.4,5.2,10.0,7.5,10.0,7.6,5.7,9.6,9.8,8.0,8.3,8.7,8.3,8.0,7.82,24.0,10.0
1167,2017,NLD,Netherlands,Western Europe,8.45,16.0,1.0,8.7,8.6,7.6,8.5,9.7,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.9,10.0,10.0,10.0,10.0,9.3,8.2,8.4,8.2,8.6,8.0,10.0,8.6,8.7,8.6,9.6,8.9,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,7.5,8.2,9.18,9.0,1.3,3.8,9.7,2.0,2.0,2.0,6.6,4.7,7.3,7.2,7.3,10.0,8.6,6.6,7.9,8.4,1.0,7.9,7.4,9.8,9.7,10.0,9.2,9.0,9.0,6.7,8.2,7.1,10.0,8.5,10.0,7.2,8.5,7.7,7.8,8.6,5.0,10.0,10.0,8.3,6.7,5.7,5.2,10.0,7.5,10.0,7.5,5.6,9.6,9.8,9.1,8.3,8.7,8.5,8.1,7.72,32.0,10.0
1168,2016,NLD,Netherlands,Western Europe,8.55,9.0,1.0,8.9,8.7,8.0,8.5,9.8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.9,10.0,10.0,10.0,10.0,9.5,8.3,8.4,8.2,8.6,7.9,10.0,9.1,8.7,8.9,9.8,8.9,9.1,10.0,10.0,9.0,10.0,10.0,10.0,9.8,7.0,10.0,10.0,10.0,10.0,9.0,9.27,3.0,1.2,3.72,9.4,3.0,3.0,3.0,6.65,4.8,7.5,7.3,7.5,10.0,8.4,6.4,7.9,8.6,1.0,7.9,8.3,9.8,9.9,10.0,9.5,9.0,9.0,6.8,8.3,7.0,10.0,8.5,10.0,10.0,8.5,7.7,8.7,8.9,5.0,9.3,10.0,8.1,6.7,5.4,5.1,10.0,7.5,10.0,7.4,5.5,9.1,9.8,9.0,8.3,8.7,8.4,8.0,7.82,25.0,10.0
1169,2015,NLD,Netherlands,Western Europe,8.55,11.0,1.0,8.9,8.7,8.0,8.5,9.8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.9,10.0,10.0,10.0,10.0,9.5,8.3,8.4,7.5,8.4,7.9,10.0,9.1,8.7,8.9,9.8,8.9,9.1,10.0,10.0,9.0,10.0,10.0,10.0,9.8,7.0,10.0,10.0,10.0,10.0,9.0,9.24,7.0,1.1,3.51,9.8,3.0,3.0,3.0,6.65,4.8,7.4,7.4,7.4,10.0,8.4,6.3,7.9,8.7,1.0,8.0,9.3,9.8,9.9,10.0,9.8,9.1,9.0,7.0,8.4,6.4,10.0,8.2,10.0,10.0,8.5,7.7,8.7,8.8,5.0,9.3,10.0,8.1,6.7,5.0,4.8,10.0,7.5,10.0,7.3,5.0,9.1,9.8,9.0,8.3,8.7,8.3,7.9,7.85,23.0,10.0
1170,2014,NLD,Netherlands,Western Europe,8.49,17.0,1.0,8.7,8.8,8.0,8.2,9.7,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,9.7,10.0,10.0,10.0,10.0,9.5,8.4,6.6,5.8,7.6,8.0,10.0,9.1,8.7,8.9,10.0,8.9,9.2,10.0,10.0,9.0,10.0,10.0,10.0,9.8,,10.0,10.0,10.0,10.0,10.0,9.15,12.0,1.0,3.4,8.7,3.0,3.0,3.0,6.62,4.6,7.2,7.3,7.3,10.0,8.5,6.3,7.9,8.4,1.0,7.9,9.5,9.9,9.8,10.0,9.8,9.8,8.9,6.5,8.4,7.3,10.0,8.7,10.0,10.0,8.5,7.7,8.7,9.0,5.0,9.2,10.0,8.1,6.7,3.3,4.2,10.0,10.0,10.0,7.4,4.9,9.1,9.8,9.0,8.3,8.6,8.3,7.9,7.82,24.0,10.0
1171,2013,NLD,Netherlands,Western Europe,8.41,18.0,1.0,8.6,8.6,7.5,8.2,9.7,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,9.7,10.0,10.0,10.0,10.0,9.5,8.4,6.7,5.1,7.4,8.0,10.0,9.1,8.7,8.9,10.0,8.3,9.0,10.0,10.0,9.2,10.0,10.0,10.0,9.9,,10.0,10.0,10.0,10.0,10.0,9.11,11.0,0.9,3.4,8.7,3.0,3.0,3.0,6.6,4.5,7.1,7.2,7.2,10.0,8.5,6.3,7.9,8.4,1.0,7.8,9.4,9.7,9.5,10.0,9.7,9.6,8.9,6.2,8.3,6.4,9.2,7.8,10.0,10.0,9.2,7.7,9.0,8.8,5.0,8.8,10.0,7.9,6.7,3.4,4.2,8.0,10.0,10.0,7.1,4.9,9.1,9.8,9.0,8.3,8.6,8.3,7.8,7.71,27.0,10.0
1172,2012,NLD,Netherlands,Western Europe,8.42,18.0,1.0,8.7,8.4,7.5,8.2,9.7,10.0,10.0,7.5,10.0,10.0,9.5,9.5,10.0,9.8,9.6,10.0,10.0,10.0,10.0,10.0,9.1,6.8,4.9,7.7,7.9,10.0,9.1,7.8,8.4,10.0,8.3,8.9,10.0,10.0,9.1,10.0,10.0,10.0,9.8,,10.0,10.0,10.0,10.0,10.0,9.1,11.0,0.5,2.9,8.6,3.0,3.0,3.0,7.6,4.5,7.1,7.3,7.1,10.0,8.5,6.3,7.9,8.5,1.0,7.9,9.0,9.6,9.5,10.0,9.5,9.6,8.9,6.1,8.2,6.8,9.2,8.0,10.0,10.0,9.2,6.4,8.5,8.7,8.0,8.9,10.0,9.0,6.7,3.6,4.5,6.0,10.0,10.0,6.8,5.0,9.1,9.8,9.6,8.2,8.6,8.4,8.1,7.73,25.0,9.86
1173,2011,NLD,Netherlands,Western Europe,8.46,14.0,1.0,8.9,8.0,8.0,8.3,9.7,10.0,10.0,7.5,10.0,10.0,9.5,9.5,10.0,9.8,9.6,10.0,10.0,10.0,10.0,10.0,9.1,7.9,4.9,8.0,7.9,10.0,9.1,7.8,8.4,10.0,8.3,8.9,10.0,10.0,8.9,10.0,10.0,10.0,9.8,,10.0,10.0,10.0,10.0,10.0,9.16,10.0,0.5,3.1,8.5,3.0,3.0,3.0,7.6,4.5,7.3,7.4,7.2,10.0,8.5,6.4,7.9,8.7,1.0,7.9,9.0,9.6,9.5,10.0,9.5,9.7,8.9,6.2,8.3,7.3,9.3,8.3,10.0,10.0,9.2,6.4,8.5,8.8,8.0,8.8,10.0,8.9,6.7,3.5,4.4,6.0,10.0,10.0,6.8,4.8,8.6,9.6,9.6,8.2,8.6,8.2,8.0,7.75,23.0,9.86
1174,2010,NLD,Netherlands,Western Europe,8.43,15.0,1.0,8.9,8.0,8.0,8.3,9.7,10.0,10.0,7.5,10.0,10.0,9.5,9.5,10.0,9.8,9.6,10.0,10.0,10.0,10.0,10.0,9.1,7.5,4.9,7.9,7.9,10.0,9.1,7.8,8.4,10.0,9.0,9.1,10.0,10.0,8.6,10.0,10.0,10.0,9.8,,10.0,10.0,10.0,10.0,10.0,9.16,10.0,0.4,3.0,8.1,3.0,3.0,3.0,7.6,4.4,7.2,7.3,7.0,10.0,8.5,6.4,7.9,8.5,1.0,7.9,8.9,9.6,9.7,10.0,9.6,9.6,9.0,6.4,8.3,7.3,9.3,8.3,10.0,10.0,9.2,6.4,8.5,8.8,8.0,8.6,10.0,8.9,6.7,3.6,4.1,6.0,10.0,10.0,6.7,4.2,8.6,9.5,9.6,7.9,8.6,8.1,7.9,7.7,24.0,9.86
